member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
103,atmospheric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LC_V26_H3p5_T8,0.0
104,atmospheric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LC_V26_H3p5_T8,0.0
105,submerged,3.69040074929718e-14,5.781468037048627e-16,5.77528090361417e-16,8.108558310488776e-16,8.187015506447275e-16,1.3893776974063156e-15,1.1983832906523946e-15,1.2034207040408656e-15,1.6354002671572114e-15,1.6480074199890098e-15,1.6694707476581879e-15,2.6581652088905177e-15,2.7226857011161266e-15,4.037456728085027e-15,4.0412440142563166e-15,4.859177681869827e-15,4.894820008947017e-15,4.9487066144908815e-15,6.772459873277903e-15,6.826654023246157e-15,4.38643593120562e-15,4.411536279243422e-15,5.200752756507122e-15,5.2728369891895705e-15,6.9865305809406546e-15,7.255945630452836e-15,1.0650897266635358e-14,1.0912099592887627e-14,1.8587094546611912e-13,1.8511531672728008e-13,1.913951510839303e-13,1.8971858260354464e-13,2.005283370548719e-13,2.1475922626479706e-13,2.1188130252861598e-13,2.716894046359396e-13,2.777772998237107e-13,2.751008720820967e-13,2.893738572019972e-13,3.100458238369383e-13,3.4467133636925193e-13,3.39885513149534e-13,3.8321801866387726e-13,3.8940173583829904e-13,3.8713695106121235e-13,4.0267085042488475e-13,4.277181630960504e-13,4.675540447923824e-13,4.663249702125025e-13,5.226275085155225e-13,4.220361016626642e-13,4.2976406971635007e-13,4.50979471631207e-13,4.938446787363589e-13,4.881802438436567e-13,5.463505881607845e-13,9.806953547007866e-13,1.0075975087287986e-12,1.0639203940016354e-12,1.1312629126825586e-12,1.2368219128648348e-12,1.23466748896178e-12,1.296258607958861e-12,1.366365526350859e-12,1.4830959612649647e-12,9.346988356907456e-13,9.963198478491396e-13,1.0976163324507977e-12,1.4202096039935246e-12,LC_V20_H3p5_T8,1.4830959612649647e-12
106,submerged,3.117715736640336e-14,6.058265165980389e-16,6.144750560182738e-16,8.134011941830193e-16,8.283609968005886e-16,1.358916152007925e-15,1.5671287514368422e-15,1.5619072882620878e-15,2.070753433796251e-15,2.070902269325684e-15,2.0752794730434457e-15,3.188107853565803e-15,3.2294319122111134e-15,4.152292898386171e-15,4.149844848607221e-15,5.076006818244621e-15,5.092515119441746e-15,5.110069456662484e-15,7.096469115226515e-15,7.11490211241655e-15,4.876122522777124e-15,4.8663321026768535e-15,5.853826740363748e-15,5.853627165086712e-15,7.856152388274997e-15,7.775318787229929e-15,1.1520588848465756e-14,1.1560584549002983e-14,1.4228116514162978e-13,1.4200586824664336e-13,1.4640229662460328e-13,1.4560637659852863e-13,1.5498449989155125e-13,1.6922740987383696e-13,1.668346589580214e-13,2.4373105621820657e-13,2.514147726974752e-13,2.492733409813979e-13,2.643498610705554e-13,2.8617498750309373e-13,3.21201251365947e-13,3.1744390628185796e-13,3.7948574850528085e-13,3.8718973107987336e-13,3.8460089913380423e-13,4.015442017297753e-13,4.2604135867850665e-13,4.657673781226861e-13,4.627009082410874e-13,5.180161346697832e-13,4.610794591098849e-13,4.728546585942161e-13,4.975296459095264e-13,5.406406513161318e-13,5.368632377244698e-13,5.962675051233743e-13,9.494308368970625e-13,9.824866893121381e-13,1.044869296358941e-12,1.1162498887852072e-12,1.2299062572407283e-12,1.286338120459467e-12,1.3537677215378613e-12,1.431602144500809e-12,1.5558655277369088e-12,1.1262098050769018e-12,1.202371017978607e-12,1.3138474203190393e-12,1.7857877179465254e-12,LC_V24_H3p5_T8,1.7857877179465254e-12
107,submerged,3.024457722823628e-14,5.4170885762142e-16,5.514090725044228e-16,7.398900838557807e-16,7.614408286094979e-16,1.267593441164925e-15,1.4293384698837516e-15,1.4340225014255996e-15,1.8886817135392152e-15,1.9279148913112372e-15,1.9589885404077312e-15,3.027660311127903e-15,3.1163459245720893e-15,4.361713544315853e-15,4.368925997261343e-15,5.2630035727571926e-15,5.29809046855395e-15,5.331358761757237e-15,7.251933840712488e-15,7.330511251610328e-15,5.3243027567535136e-15,5.347568914732283e-15,6.2624159174708485e-15,6.339644831747382e-15,8.418649349623247e-15,9.04274327248431e-15,1.2784050511444065e-14,1.3255067408048017e-14,1.715653780445277e-13,1.7082773724106609e-13,1.773218895348885e-13,1.7577937951073412e-13,1.8685926918060348e-13,2.0324682738828745e-13,2.0071573991802012e-13,2.7767407830627973e-13,2.84619260500674e-13,2.8210639870590344e-13,2.9676246225927125e-13,3.1924048107231125e-13,3.5578557380339213e-13,3.521347603140643e-13,4.455746252504654e-13,4.542824228195611e-13,4.5258608799875695e-13,4.719282475968169e-13,5.017575013518267e-13,5.476550337221506e-13,5.439132527575465e-13,6.052088096102106e-13,5.246632860482655e-13,5.329732422348969e-13,5.553639853925657e-13,5.988415755417242e-13,5.928081942430206e-13,6.522032934834479e-13,1.0717170439229002e-12,1.1075981481895163e-12,1.1718924460423874e-12,1.2547640010174284e-12,1.3729943432162503e-12,1.3822678475447459e-12,1.450223828899619e-12,1.53555365781673e-12,1.6648006008846883e-12,1.2277035282222135e-12,1.30053967380651e-12,1.4159667464117854e-12,1.8405707479465836e-12,LC_V24_H3p5_T8,1.8405707479465836e-12
108,submerged,3.618529952986741e-14,6.129399395023396e-16,6.142314619411316e-16,8.477812474522569e-16,8.563768145252636e-16,1.4311754600191888e-15,1.3631814613212749e-15,1.3590833652534176e-15,1.8396437168478015e-15,1.824065424316946e-15,1.8275367275363774e-15,2.840013944267794e-15,2.872803738940812e-15,3.964849246507927e-15,3.971330242078631e-15,4.879411492926154e-15,4.904991155167807e-15,4.904003601128742e-15,6.863196840285234e-15,6.856193306793025e-15,4.1233770851099405e-15,4.1257827996052675e-15,4.946747485137733e-15,4.949436494079587e-15,6.645213809812508e-15,6.603353391342191e-15,9.981349608181144e-15,9.942538798327355e-15,1.542247080345005e-13,1.537212007873483e-13,1.5824707095489696e-13,1.571665959312281e-13,1.6616342914490343e-13,1.7972870420232645e-13,1.7720981170520977e-13,2.374051277780696e-13,2.4366893541497606e-13,2.4149497768015324e-13,2.54226780480776e-13,2.743275153521672e-13,3.0708229373023107e-13,3.036377543019186e-13,3.23470024610259e-13,3.3043072766560275e-13,3.2831464055089074e-13,3.43953089127203e-13,3.662783695925019e-13,4.0455321729621787e-13,4.022578031307468e-13,4.550776212475864e-13,3.7268031413171066e-13,3.8513326130993475e-13,4.069062411705603e-13,4.4885125595746475e-13,4.3970712542151805e-13,4.947799007947254e-13,8.605028301002144e-13,8.832733336030428e-13,9.405094961706886e-13,1.0027756068232598e-12,1.1049370604856448e-12,1.1009426320303418e-12,1.1661408578182571e-12,1.2235257208705285e-12,1.3375695600663984e-12,8.398463978106806e-13,9.034756399119847e-13,1.0005961550136108e-12,1.288386740471433e-12,LC_V20_H3p5_T8,1.3375695600663984e-12
109,submerged,1.5579877542860272e-10,3.020905675802994e-12,3.013009854818904e-12,4.033400106739671e-12,4.051549288691462e-12,6.405816506507403e-12,5.595289775119367e-12,5.611496141523026e-12,7.4666584919984e-12,7.437545424645254e-12,7.50243061396348e-12,1.1530006026035582e-11,1.1716628384619247e-11,1.6783621930947792e-11,1.6778753628026447e-11,2.015087105415467e-11,2.0189743225490476e-11,2.0259734635301172e-11,2.7463795860967947e-11,2.7541970115414058e-11,1.6210953562098577e-11,1.6198125785237644e-11,1.9391857391175146e-11,1.959878765800445e-11,2.6697125941106593e-11,2.7476845630357935e-11,4.0710829028590614e-11,4.1146605120280623e-11,7.086541478336898e-10,7.056348889873545e-10,7.295552064681896e-10,7.226528375800903e-10,7.635502927488331e-10,8.152452886861926e-10,8.02099675734611e-10,1.0611646871977607e-09,1.084659285717074e-09,1.073741917022734e-09,1.1288903361238398e-09,1.2060008350072987e-09,1.3372706708557959e-09,1.3147712361758153e-09,1.5112995776986792e-09,1.5362325689234168e-09,1.5272220695953223e-09,1.587048952573912e-09,1.6824891418965876e-09,1.8368103248687544e-09,1.826383446069734e-09,2.0397959194373492e-09,1.6437750197561652e-09,1.6727840692724972e-09,1.753133259570276e-09,1.918336049580617e-09,1.8916313605511123e-09,2.1104329475955297e-09,3.7975014072944345e-09,3.897247759763676e-09,4.10996987383805e-09,4.3538135024065345e-09,4.743615194072831e-09,4.817933769874951e-09,5.0523526143770346e-09,5.2997976285900605e-09,5.738907016620148e-09,3.5672312570227637e-09,3.789369922829595e-09,4.169175956253092e-09,5.457150560052863e-09,LC_V20_H3p5_T8,5.738907016620148e-09
110,submerged,1.2708554215707265e-10,3.1114820773016377e-12,3.1566670444775258e-12,3.995687046370601e-12,4.05923129973304e-12,6.18686218640266e-12,7.435950509982297e-12,7.411147647143778e-12,9.58847511546068e-12,9.536273947518708e-12,9.516212748592358e-12,1.4131595983301612e-11,1.421785711687103e-11,1.7611318701300816e-11,1.7582866831199653e-11,2.1368200654813073e-11,2.1373897513446235e-11,2.1337310156985076e-11,2.918102946469876e-11,2.916550137459401e-11,1.9856809360221847e-11,1.979710474093982e-11,2.3964928540401607e-11,2.390015677373098e-11,3.195607313940194e-11,3.1460119772703937e-11,4.6066023914670815e-11,4.595326640303465e-11,5.486590551047467e-10,5.476082589496929e-10,5.653129717754848e-10,5.615156294494797e-10,5.975438258067493e-10,6.501957679514505e-10,6.403668323591572e-10,9.773667886950408e-10,1.0075160277322396e-09,9.983268407776277e-10,1.05792946217071e-09,1.1401943093021221e-09,1.275873892592192e-09,1.2587046608990062e-09,1.5582130465288371e-09,1.58849574805593e-09,1.5766353198694648e-09,1.6461267454086424e-09,1.7420884960954154e-09,1.8994774900210877e-09,1.8817045478146372e-09,2.0970580000716198e-09,1.8804191528339987e-09,1.9274474721265483e-09,2.023708916660615e-09,2.1899002667978827e-09,2.170017803891703e-09,2.3964338645458926e-09,3.812694290987797e-09,3.940599187927017e-09,4.1829766240758446e-09,4.449192040907047e-09,4.887561412933965e-09,5.214279526011542e-09,5.471029896650482e-09,5.754306345749447e-09,6.226487804360257e-09,4.5896493198178156e-09,4.863508188302235e-09,5.28001850647557e-09,7.272402951368328e-09,LC_V24_H3p5_T8,7.272402951368328e-09
111,submerged,1.2356327793728867e-10,2.8256059876183973e-12,2.873715815667419e-12,3.6859825125174405e-12,3.773559923522081e-12,5.78775437301701e-12,6.8309214411833534e-12,6.8449277317021036e-12,8.803871651926804e-12,8.892875497762171e-12,8.998678967345644e-12,1.33927616615013e-11,1.3685520237945716e-11,1.8482756791521485e-11,1.847882363214862e-11,2.218549476790817e-11,2.2235439676556997e-11,2.2223579521870475e-11,2.985986457488277e-11,3.002879561535723e-11,2.1560925903451733e-11,2.1622640381008406e-11,2.5441776548636665e-11,2.5647888910301775e-11,3.38024991341965e-11,3.603898030509408e-11,5.0364032003451736e-11,5.214184800878223e-11,6.471308226733257e-10,6.443447785430419e-10,6.693749461589745e-10,6.635732128083965e-10,7.059876198487748e-10,7.663188308067618e-10,7.547331614622597e-10,1.0933017842980187e-09,1.1201305830377737e-09,1.1102596510908001e-09,1.1662183950197567e-09,1.2527504454042633e-09,1.391040788541243e-09,1.3754506835366874e-09,1.794311580485909e-09,1.8295101864352402e-09,1.8206056200908663e-09,1.897388932750556e-09,2.0126443116808986e-09,2.1925945123863944e-09,2.1716840353885007e-09,2.409139128498682e-09,2.1133638992640643e-09,2.1425633822150667e-09,2.22626578888111e-09,2.3953115740727373e-09,2.3677781541051535e-09,2.5949408061765568e-09,4.2318740472781504e-09,4.363369306710842e-09,4.604883638124684e-09,4.916179044747151e-09,5.360767277093996e-09,5.511291942030516e-09,5.768006597523601e-09,6.085206742270124e-09,6.575536568884901e-09,4.908539677411983e-09,5.1719586128299145e-09,5.610985200840675e-09,7.42392754333522e-09,LC_V24_H3p5_T8,7.42392754333522e-09
112,submerged,1.5289134941626766e-10,3.168830874596444e-12,3.1695812062020805e-12,4.18188980089654e-12,4.204550359023774e-12,6.585951431239791e-12,6.309079295258006e-12,6.290404861431223e-12,8.334071422744378e-12,8.199429125773628e-12,8.199955017997867e-12,1.2327502896277492e-11,1.237367308526213e-11,1.655831573378335e-11,1.655370209274231e-11,2.0267175680913392e-11,2.0291093570459916e-11,2.0197692904122553e-11,2.7886650407813495e-11,2.7743648076603518e-11,1.527802061664032e-11,1.531110361100851e-11,1.865306777435197e-11,1.8693664959408268e-11,2.5538511217921314e-11,2.531680566911879e-11,3.823086294689583e-11,3.776996242098328e-11,5.996061585207123e-10,5.975867434081004e-10,6.158764289257172e-10,6.108214800587274e-10,6.46043474955751e-10,6.955157273028161e-10,6.83780239890113e-10,9.442208299148348e-10,9.690051513212674e-10,9.597169518188007e-10,1.009855316655428e-09,1.0858760084496164e-09,1.2112313448386957e-09,1.1941703347091018e-09,1.3007631266768828e-09,1.330438463217035e-09,1.3220042750198733e-09,1.3837908356258917e-09,1.4718929391539297e-09,1.6214997525426882e-09,1.6078285243440555e-09,1.8116398412517258e-09,1.4739233603094674e-09,1.5224575622841424e-09,1.603994369982559e-09,1.7643576626157192e-09,1.7246177588570506e-09,1.9322758588807825e-09,3.389799023265143e-09,3.4708387867344735e-09,3.691425964044591e-09,3.9169739998144125e-09,4.3054138133367686e-09,4.3550375711141445e-09,4.606129358330127e-09,4.806915635540541e-09,5.233120742049476e-09,3.2468477611041593e-09,3.472445960728076e-09,3.834909319918313e-09,4.973460490237651e-09,LC_V20_H3p5_T8,5.233120742049476e-09
