node,sub_joint_id,plane_id,family,type_label,brace_member,brace_end,chord_t_scenario,direction,treatment,environment,category,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_side,worst_position,worst_segment,n_bins_used
15,"(15, 0)",0,K,K,67,1,thin,,Y,seawater_cp,T,21.42680670263579,1.628959299830385,11.133238288996214,32.84222905437455,1.1667627541030021,chord,7,,69
18,"(18, 1)",1,TY,T,35,2,single,,TY,seawater_cp,T,0.018809017907889667,0.001585773758851553,0.010019796724981966,0.030430712749260326,1329.1496729084113,chord,3,,69
18,"(18, 0)",0,TY,T,36,1,single,,TY,seawater_cp,T,0.00437853004498185,0.0005007285375003885,0.0023694643845743415,0.0081649580737584,5709.6787604899555,chord,3,,69
19,"(19, 1)",1,TY,Y,39,1,single,,TY,seawater_cp,T,0.022701552297896322,0.0027377501012094746,0.01217522743221242,0.043166772852497856,1101.2462791946023,chord,7,,69
19,"(19, 0)",0,TY,Y,49,1,single,,TY,seawater_cp,T,0.15983362884802435,0.013832196339810138,0.08297769519041262,0.26087575558556725,156.4126409453602,chord,7,,69
20,"(20, 0)",0,K,K,38,2,thick,,K,seawater_cp,T,0.028612481215616006,0.002581080366666184,0.013275169222324214,0.04784211590933546,873.7445666318375,chord,3,,69
20,"(20, 0)",0,K,K,38,2,thin,,K,seawater_cp,T,2.2897890261327447,0.1952627351340458,1.0922775679504824,3.7634470510221116,10.918036428108328,chord,3,,69
20,"(20, 0)",0,K,K,38,2,thick,,Y,seawater_cp,T,0.23199751382303946,0.023325467507442476,0.10411202421124403,0.400816554169487,107.75977547358214,chord,3,,69
20,"(20, 0)",0,K,K,38,2,thin,,Y,seawater_cp,T,13.28794706709263,1.1078949856554046,6.472881544860245,21.457725258031957,1.8814042435427867,chord,3,,69
20,"(20, 1)",1,K,K,52,2,thick,,K,seawater_cp,T,0.03802771460358923,0.0035631619637812206,0.018617862443839384,0.06348765877049978,657.4152630681725,brace,1,a,69
20,"(20, 1)",1,K,K,52,2,thin,,K,seawater_cp,T,1.2917946699602039,0.10945387611936716,0.644719976505002,2.0340447546183626,19.35292084830337,chord,7,,69
20,"(20, 1)",1,K,K,52,2,thick,,Y,seawater_cp,T,0.8587997571973883,0.07531308023807265,0.4337479287578715,1.3856170935168863,29.11039481611538,chord,7,,69
20,"(20, 1)",1,K,K,52,2,thin,,Y,seawater_cp,T,35.58675094059578,2.4784784218765323,20.070921810106093,53.38208846900305,0.702508639851162,chord,7,,69
20,"(20, 0)",0,K,K,55,1,thick,,K,seawater_cp,T,0.011989211143022245,0.0011393286534550787,0.006180956246905586,0.020449156570719395,2085.2080843158788,chord,7,,69
20,"(20, 0)",0,K,K,55,1,thin,,K,seawater_cp,T,1.0724566256581147,0.09503430351212626,0.5525055397981924,1.8025575457017937,23.3109660585655,chord,7,,69
20,"(20, 0)",0,K,K,55,1,thick,,Y,seawater_cp,T,0.06679113158714158,0.0077921086298153655,0.033356410914115064,0.12330551758425326,374.3011894832595,chord,7,,69
20,"(20, 0)",0,K,K,55,1,thin,,Y,seawater_cp,T,4.0454475094579765,0.40870802817801977,2.0802904186706277,7.0395723311567995,6.1797860289996915,chord,7,,69
20,"(20, 1)",1,K,K,65,1,thick,,K,seawater_cp,T,0.03198002344860011,0.003040227750756516,0.014741887098239257,0.05368438102864812,781.7380134252011,brace,1,b,69
20,"(20, 1)",1,K,K,65,1,thin,,K,seawater_cp,T,1.6239039147379948,0.14220109724880364,0.8026390160189684,2.6177415139921725,15.394999527440373,chord,7,,69
20,"(20, 1)",1,K,K,65,1,thick,,Y,seawater_cp,T,0.4938440910200088,0.04362427527189488,0.24847448363925506,0.801692130607952,50.62326441603022,chord,7,,69
20,"(20, 1)",1,K,K,65,1,thin,,Y,seawater_cp,T,22.94465036919296,1.6844925720410213,12.48969923777254,34.699357328799344,1.089578598833944,chord,7,,69
21,"(21, 0)",0,K,K,56,2,single,,K,seawater_cp,T,0.05143154471501778,0.005634124792807512,0.02914989042433423,0.09443131296869119,486.083008755133,chord,3,,69
21,"(21, 0)",0,K,K,56,2,single,,Y,seawater_cp,T,0.38379518185323613,0.04871667540192387,0.20612354577827488,0.7453241115686157,65.13891049721421,chord,3,,69
